prediction,actual
"photo: jason o. watson, getty images

oakland, ca - may 04: sean manaea #55 of the oakland athletics pitches against the seattle mariners during the third inning at the oakland coliseum on may 4, 2016 in oakland, california. ( photo by jason o. watson/getty images)

oakland, ca - may 04: norichika aoki #8 of the seattle mariners at bat against the oakland athletics during the third inning at the oakland coliseum on may 4, 2016 in oakland, california. ( davis reached first base on an error, scoring two runs. ( ap photo/ben margot)

oakland athletics' marcus semien, left, scores behind seattle mariners catcher chris iannetta in the fifth inning of a baseball game wednesday, may 4, 2016, in oakland, calif. ap photo/ben margot)

oakland athletics' chris coghlan swings for an rbi single in the fifth inning of a baseball game against the seattle mariners wednesday, may 4, 2016, in oakland, calif. ( ap photo/ben margot)

seattle mariners' dae-ho lee, right, is congratulated by third base coach manny acta (14) after hitting a two run home run off oakland athletics' john axford in the seventh inning of a baseball game wednesday,

a’s outburst against felix hernandez wasted; seattle sweeps

sean manaea was terrific through much of his second big-league outing, and oakland knocked out longtime nemesis felix hernandez before he had retired a batter in the fifth inning wednesday. “that’s the most damage we’ve done off felix since i’ve been here, maybe ever,” oakland catcher stephen vogt said. “ axford had allowed only one run in his first 11 outings. doolittle hadn’t given up a run in his past eight appearances. by the end of the inning, the mariners led 4-2, but in the bottom of the inning, oakland sent 11 men to the plate and scored six times. in came axford, who, with two outs, gave up another lee homer. chronicle staff writer maddie lee contributed to this report. email: sslusser@sfchronicle.com twitter: @susanslusser","sean manaea was terrific through much of his second big-league outing, and oakland knocked out longtime nemesis felix hernandez before he had retired a batter in the fifth inning wednesday.  [...] pleasant developments for the a’s, though, weren’t enough to prevent a seattle sweep, because the bullpen, a strength through the first five weeks, couldn’t hold the lead in a 9-8 loss.  with two outs in the fifth, the mariners finally got to manaea, starting with a little infield single by nori aoki that eluded jed lowrie.  by the end of the inning, the mariners led 4-2, but in the bottom of the inning, oakland sent 11 men to the plate and scored six times.  hernandez lasted just four-plus innings, matching his shortest start ever against the a’s, in no small part because of some dreadful defense, including his own.  dae-ho lee smacked a one-out homer and leonys martin had a bunt single, stole second, took third on vogt’s throwing error and scored on a sacrifice fly by aoki.  in the seventh, doolittle walked robinson cano and wild pitched him to second; he scored on a base hit by seager.  hernandez, who allowed a season-high eight runs (four earned), entered the day 22-8 with a 2.58 career era against oakland."
"founder and publisher of look magazine and head of one branch of a family communications empire that included newspapers, magazines, book publishing and television stations, died of cardiac arrest yesterday at southampton (l.i.) it was through his publications that he exerted his greatest influence, especially through look, a mass-circulation, general-interest magazine that, among other issues, focused early attention on the civil rights movement. he made his mark professionally as an innovative and aggressive creator of magazines. after growing up in des moines and graduating from phillips exeter academy and harvard university, mr. cowles and his older brother, john, aggressively acquired radio stations during the 1930's, and in 1935 the family bought the minneapolis star and john cowles moved to minneapolis to manage it. both magazines quickly became successful and bitter rivals, prompting mr. cowles, however, continued to supervise its operations from des moines, where he managed the family paper. cowles sold several of the company's other properties, including family circle, florida newspapers, a book division and the memphis television station, to the new york times company for about 23 percent of the times company's outstanding stock. despite his efforts, look continued to lose money, and it stopped publishing in 1971. ''it was the most difficult day of my life,'' mr. a week ago the sale of the des moines register and tribune company to the gannett company became final. and virginia kurtis of new york city; a son, gardner 3d, of stony brook, l.i.,","gardner cowles jr., founder and publisher of look magazine and head of one branch of a family communications empire that included newspapers, magazines, book publishing and television stations, died of cardiac arrest yesterday at southampton (l.i.) hospital.   mr. cowles, who had long suffered from cancer, was 82 years old and had homes in manhattan, southampton, and florida.   a liberal republican and internationalist, he was for many years an influential voice in urging the united states to move away from isolationism and toward a more active role in world affairs.   in 1942 he accompanied wendell l. willkie on the journey around the world that inspired the latter's book ''one world,'' which helped to win republican support for the wartime policies of president franklin d. roosevelt. later mr. cowles championed such causes as american recognition of china's communist government."
"when barry and joy lambert donated nearly $34 million to the university of sydney for medicinal cannabis research last year, they were hailed as australia’s most generous grandparents. one occurred in a hospital emergency room and lasted more than two hours, with doctors powerless to stop it. that money has been used to establish what is now the lambert initiative for cannabinoid therapeutics. michael is now growing his own cannabis crops and is facing drugs charges.","when barry and joy lambert donated nearly $34 million to the university of sydney for medicinal cannabis research last year, they were hailed as australia&rsquo;s most generous grandparents."
"new york (ap) — wells fargo’s earnings slipped in the third quarter, the bank said friday, as the banking giant started dealing with the aftermath of a sales practices scandal that has consumed it in recent weeks. wells said it earned $5.6 billion, or $1.03 per share, compared with $5.8 billion, or $1.05 per share, in the same period a year earlier. the san francisco-based bank is being roiled by a crisis that ultimately toppled its ceo this week. chief operating officer tim sloan was named to replace him. it is too early to see the total, long-term impact the scandal will have on wells’ bottom line, since most of the developments from the scandal broke in mid-to-late september, when the quarter was nearly over.",wells fargo’s earnings slipped in the third quarter as it deals with the aftermath of a sales practices scandal that has consumed it in recent weeks.
"sign up for the talking points newsletter, a recap of the most important business news, delivered fresh each afternoon, monday through friday. charter spectrum, which recently combined with time warner cable, primarily serves central and western massachusetts. a spokesman for charter communications, the cable operator’s parent company, declined comment but indicated in an e-mail that the new nbc boston station will be added on sunday to its line up on channels 10, 17, or 23, depending on location.",charter spectrum and nbcuniversal have beenunable to reach a new national agreement to carry more than a dozen of the media giant’s channels.
"by greg b. smith daily news staff writer

a mob-controlled owner of the popular ranch 1 fast-food chain cooked up a unique recipe for laundering cash - he used a brooklyn yeshiva to hide the origin of bribes paid in a multimillion-dollar mafia stock fraud scheme, according to fbi tapes. both men quietly pleaded guilty to stock fraud in manhattan federal court three weeks ago. the school is run by abraham fruchthandler, a politically connected real estate developer. in their march 29 plea before judge william pauley, rametta and chickara admitted hiding an inflated commission paid to a broker to hype stock of their food retailer, manhattan soup man, which they modeled on ""the soup nazi"" character of the tv sitcom ""seinfeld."" the two sold arnie's bagelicious bagels to quaker oats in 1994, took the profits and started ranch 1 in 1996. they brought in several big-name investors, including john sculley, former ceo of apple computers. at the same time, according to tapes made by the fbi, they were hanging around gangsters from the brooklyn neighborhood where they grew up. 26, 2000, taped conversation, chickara said he and rametta had ""been around"" anthony (gaspipe) casso, the homicidal ex-underboss of the luchese crime family. basically, anything we do, we try to give them something.","by greg b. smith daily news staff writer a mob-controlled owner of the popular ranch 1 fast-food chain cooked up a unique recipe for laundering cash - he used a brooklyn yeshiva to hide the origin of bribes paid in a multimillion-dollar mafia stock fraud scheme, according to fbi tapes. james chickara, co-owner of the ranch 1 chain, has been captured on the undercover recordings saying he used the mesivta yeshiva rabbi chaim berlin on coney"
"monday, march 3th 2003, 1:20am

as a thin person who hasn't put any effort into being thin, i've never gotten much sympathy about gaining weight or feeling out of shape. calipers, which determine fat percentages by pinching layers of skin, can be painful and are often administered by untrained gym staffers. with the exception of the caliper and bmi, all methods are administered in a lab. combination fat analyzers and scales, manufactured by companies such as taylor and tanita, are good options for getting an approximate fat-percentage reading at home. our device is underwater weighing without the water."" after my height and weight were measured, i stepped inside the bod pod, which feels like a cross between a photo booth and sigourney weaver's spaceship bed in the ""alien."" i was comfortable, but claustrophobics and people over 350 pounds or 7 feet should choose another method. testing your body fat in a bod pod is simple and quick, but there aren't many available in the new york area.","by chrissy persico a s a thin person who hasn't put any effort into being thin, i've never gotten much sympathy about gaining weight or feeling out of shape. that's all about to change. i got my body fat tested last month. on the surface, nothing is different. i still appear thin and fit. but according to the national institutes of health, with a body-fat percentage of 32.4, i'm on the verge of being"
"by david bianculli daily news tv critic

thursday, may 13th 2004, 7:20am

it's a jarring, but instructive, coincidence: the same week warner home video releases a dvd set with all the original season's episodes of ""the jetsons,"" cartoon network revisits george and his space age family in a less-than-futuristic episode of ""harvey birdman, attorney at law."" okay, so they were wrong about the tubes. george provides harvey, for example, with a giant stack of evidence he claims will support his lawsuit. ""punch cards,"" he explains helpfully, taking a condescending tone. ""","it's a jarring, but instructive, coincidence: the same week warner home video releases a dvd set with all the original season's episodes of ""the jetsons,""cartoon network revisits george and his space age family in a less-than-futuristic episode of ""harvey birdman, attorney at law.""the ""back to the present""episode of ""harvey birdman,""premiering sunday night at 11, is a riot. the 24-episode dvd set of"
"friday, february 11th 2005, 1:11am

celeriac is a rugged-looking root - the base of a celery variety cultivated just for its big bulb. brooklyn, (718) 369-0082 serves 4 as a side dish

available at greenmarkets through spring, celery root can be stored in your refrigerator crisper for several weeks.","fresh start the root of all possibilities celeriac is a rugged-looking root - the base of a celery variety cultivated just for its big bulb. also called celery root, it has a milder, sweeter flavor and denser texture than the stalks we know, and european chefs have been applying its charms for at least 500 years. americans, though, are still unfamiliar with its many uses: mash it into potatoes for a tangy twist, puree it into"
"sunday, february 9th 2003, 1:95am

photographer annie leibovitz usually does the shooting, but wall street bond trader robert snider and his wife and infant son are aiming at her - with a $15 million lawsuit alleging vanity fair's top photographer ran a ""terror campaign of harassment, provocation, destruction and terror"" against them after he refused last summer to sell her their next-door landmark village townhouse on w. 11th st. john lennon would have turned 62 last october. with all due respect to the birthday girl, the word hopes someone other than yoko sings. everyone who is anyone in chic manhattan is reading gawker.com - or should be. now he's hanging out with models one-third his age. lady sondes won't let him quit his day job, though. "" i don't want to give up all that free jewelry,"" she says. ""they say they're not interested, but everyone knows it's for sale,"" says an actively interested party, who thinks the problem is that the company has lost two-thirds of its value - and should be marked down - while the owners want to get full retail. "" everyone in your world knows, so it's only a matter of time.","annie get your gun photographer annie leibovitz usually does the shooting, but wall street bond trader robert snider and his wife and infant son are aiming at her â with a $15 million lawsuit alleging vanity fair's top photographer ran a ""terror campaign of harassment, provocation, destruction and terror""against them after he refused last summer to sell her their next-door landmark village townhouse on w. 11th st. the intensely personal complaint calls this ""evil and"
"zawiya, libya — dozens of opposition fighters surrounded libya's last functioning oil refinery wednesday and laid siege to about 100 government troops, part of a push which brought them closer to seizing this strategic western city. at least several dozen rebel fighters were also in the area. arusi said rebels wanted to take the refinery undamaged, and have been negotiating with gadhafi soldiers inside the refinery since entering zawiya on saturday. it was unclear how many people were living there. meanwhile, three pickup trucks loaded with fighters sped toward the refinery along the same road, to reinforce the troops. the man who is responsible for switching the pipeline off said it is not working."" ""in that sense, it's more significant that they (the rebels) have got control of the roads than the refinery,"" said john hamilton, a libya energy expert with cross-border information and a contributing editor of africa energy. "" having control of the roads makes it much harder for gadhafi to get the petrol he needs"" from tunisia and algeria. haysha was used by gadhafi forces as a base to fire rockets on misrata. most of our casualties are from sniper fire or shrapnel from shelling.""","zawiya, libya &mdash; dozens of opposition fighters surrounded libya's last functioning oil refinery wednesday and laid siege to about 100 government troops, part of a push which brought them closer to seizing this strategic western city. a rebel victory in zawiya could be a turning point in the six-month-old war and leave moammar gadhafi nearly cornered in his increasingly isolated stronghold of tripoli, the capital, just 50 kilometers (30 miles) to the east along the mediterranean coast."
"| london

it is exactly three years since economic woes began to dominate the minds of the british electorate, and such concerns show no sign of diminishing. fears have been exacerbated by rising joblessness that has particularly affected the young. still, the issue is at its most vexed since july 2009, six months after the start of the recent recession.","it is exactly three years since economic woes began to dominate the minds of the british electorate, and such concerns show no sign of diminishing."
"in the days following aol’s relaunch as a separate company, ceo tim armstrong is already looking to jettison some of its properties that take away from its new focus as a digital content producer. the wall street journal also says that bebo, the social network aol acquired in 2008 for a jaw-dropping $850 million, may be on the block. with icq, the situation is a bit less embarrassing.","aol is in talks to sell icq, the once prominent — but now archaic — instant messaging service. social network bebo is also on the block."
"washington — interest rates on short-term treasury bills fell in monday’s auction with rates on three-month bills dropping to their lowest level in three weeks. for a $10,000 bill, the three-month price was $9,999.120 while a six-month bill sold for $9,996.46.","washington — interest rates on short-term treasury bills fell in monday’s auction with rates on three-month bills dropping to their lowest level in three weeks. the treasury department auctioned $35 billion in three-month bills at a discount rate of 0.035 percent, down from 0.130 percent last week. another $30 billion in six-month bills was auctioned at a discount rate of 0.070 percent, down from 0.150 percent last week. the three-month rate was the lowest since three-month bills averaged 0.010 percent on sept. 30. the six-month rate was the lowest since those bills averaged 0.060 percent on oct. 7."
"san francisco — microsoft plans to offer a glimpse of its vision for windows this week, as its new chief executive seeks to redefine the company and recover from missteps with its flagship operating system. research firm idc even blamed windows 8 for accelerating a decline in pc sales in the first full quarter following the system’s release in october 2012. the san francisco event is geared toward the business market. even after two years of declining sales of personal computers, software licenses for windows remain a key revenue stream for microsoft. although the company still dominates the pc industry, that market is barely growing.","san francisco — microsoft plans to offer a glimpse of its vision for windows this week, as its new chief executive seeks to redefine the company and recover from missteps with its flagship operating system. although the new software won’t be formally released until next year, analysts already consider its success crucial for microsoft and satya nadella, who has made mobile devices and internet-based services priorities since becoming chief executive in february."
"many fans know ray lucas for his seven seasons in the nfl with the jets, dolphins and patriots. in this excerpt, lucas recounts how he plotted a suicide attempt. one hundred million vehicles drive across the george washington bridge every year. i'd take the cross island parkway to the throgs neck bridge to the cross bronx expressway to the gw, the busiest bridge in the world. this was going to work out all right after all. i took note of the little guardrail that separated the pedestrian walkway from the four lanes of eastbound traffic. so, i looped around and drove back the other way, heading west to fort lee. it looked challenging, but not impossible. i wound up making three consecutive round trips across the george washington bridge in a red truck that day, and no one noticed. no one gets so lost that they do three laps around the gw. available for purchase from the publisher, amazon and barnes & noble. the crosstown mets presented jeter with a no. with jeter's family on the field, the tigers presented him with a $5,000 check for the turn 2 foundation, a pair of seats from tiger stadium and a trio of paintings of jeter dating back to his high school days.","many fans know ray lucas for his seven seasons in the nfl with the jets, dolphins and patriots. but in his new book, under pressure: how playing footb..."
"defense.net, a belmont, calif.-based stealthy security startup, has raised $9.5 million in series a funding led by bessemer venture partners. data point capital led the round, with partner scott savitz taking a board seat. www.maxwellhealth.com

rivs, a chicago-based provider of online software for improving hr interview analysis, has raised $2 million in series a funding led by irishangels.","defense.net, a belmont, calif.-based stealthy security startup, has raised $9.5 million in series a funding led by bessemer venture partners. the company’s founder, barrett lyon, previously founded both prolexic and bitgravity. www.defense.net cleardata networks inc., a phoenix-based healthcare cloud computing platform and service provider, has raised $7 million in series b funding from norwest venture partners and excel venture management. www.cleardata.net…"
"cereal maker post holdings inc said it would acquire privately held rival mom brands co for about $1.15 billion in cash and stock to expand in the bagged and hot cereal categories. post, the maker of raisin bran and honey bunches of oats, will pay $1.05 billion in cash and issue 2.5 million shares to the owners of mom brands. post has been aggressively pursuing deals since it was spun off from ralcorp holdings in 2012.",post has aggressively pursued deals since it was spun off from ralcorp holdings in 2012.
"4— attorney general william french smith said today that a new federal task force created to investigate serious abuses in the food stamp program would focus initially on charges of massive fraud in new york city. d. lowell jensen, the assistant attorney general in charge of the criminal division, will oversee the nationwide effort. the attorney general described as ''staggering'' the amount of fraud and waste in food stamp programs in new york and in other cities. smith were bought as a result of investigations by the department's inspector general.","attorney general william french smith said today that a new federal task force created to investigate serious abuses in the food stamp program would focus initially on charges of massive fraud in new york city.   mr. smith, in formally announcing creation of the unit, said that the justice department already had directed the united states attorneys for the southern and eastern districts of new york to intensify their efforts to identify and wipe out fraud in the federally financed program.   justice department officials said the unit was being formed partly as a reaction to reports that officials in new york city were unwilling to pursue fraud cases and had blocked the efforts of their own investigators."
"atlantic city, april 6— rocky lockridge of paterson registered three knockdowns and retained his new jersey featherweight boxing championship with a unanimous 12-round decision over luis edwin rivera of hoboken tonight. lockridge improved his record to 19-1, gaining perfect 12-0 cards from the judges, milo savage and william carrozza, and referee ron burns.","rocky lockridge of paterson registered three knockdowns and retained his new jersey featherweight boxing championship with a unanimous 12-round decision over luis edwin rivera of hoboken tonight.   lockridge improved his record to 19-1, gaining perfect 12-0 cards from the judges, milo savage and william carrozza, and referee ron burns.   rivera is 15-4."
"men's clubs appear to be increasingly in the center of controversy these days -the question of female membership in particular has raised some hackles. as a member at various times of six clubs in paris, london and new york and as a visitor to others in singapore, dublin, milwaukee, cairo, san francisco, boston and kuala lumpur, i have always found them to be places of comfort, where for a few hours one can escape the abrasions of business and the demands of family. but business is something most men go to clubs to escape. club conversation, i have found, is often witty, informed and spiced with humor. every club i know has its bores, and often a chief bore, and the new member or visitor is warned against them. he once cornered dan macmillan, the former prime minister harold's elder brother, and began a long recital of his adventures in some tin-pot campaign in world war i.

when mr. that's exactly what i do want,'' said mr. en route it was his custom to use ''the facilities,'' as the british call them, in the quieter establishment. club food, it must be admitted, is rarely distinguished. the lounge of one in london is forbidden to all visitors. as it happened, about a dozen of the club's elderly members had gathered around the television to watch the last match of the cricket series between england and australia, an event of transcendent interest, to be compared with the super bowl or the last game of the world series. behan was escorted to the bar where he was plied with strong drink, which he needed about as much as a second head. the producer, also a member, reported the next day that it had been the shortest interview on record.","men's clubs appear to be increasingly in the center of controversy these days -the question of female membership in particular has raised some hackles. but i still regard them fondly. as a member at various times of six clubs in paris, london and new york and as a visitor to others in singapore, dublin, milwaukee, cairo, san francisco, boston and kuala lumpur, i have always found them to be places of comfort, where for a few hours one can escape the abrasions of business and the demands of family.   in fact, every club i know looks askance at the member or visitor who produces business papers. recently i heard a financial bigwig being told off by a club porter for attempting to introduce a portfolio into a club. not long ago a peer of the realm was upbraided by the committee of an old london club for handing another member a brochure depicting the joys of a vacation on the tunisian coast, to which he intended to repair."
"some say that the national voting rights act discriminates against the south. no wonder that this plan runs afoul of a guiding principle at the justice department, which must approve any new plan: minorities should be no worse off than before. the council, far from demonstrating that it is nondiscriminatory, has instead raised new questions. hence the justice department has called for detailed additional information. for instance, it drew the 25th district in brooklyn in such a way that the white incumbent, theodore silverman, who is chairman of the council's election committee, has a much better chance of keeping his seat.","some say that the national voting rights act discriminates against the south. new york city is learning that it is binding in all respects in manhattan, brooklyn and the bronx. the city council has made such a mess of its 1981 redistricting that its plan probably violates the federal law. so the sept. 10 primary will be held under a legal cloud; even the november general election could be invalidated."
"fact and logic were never allowed to intrude on her opinions. she was also one of the most fascinating and powerful women of her time. mass of contradictions

one of three beautiful langhorne sisters of virginia, nancy astor was a mass of contradictions and inconsistencies. yet she is quoted as saying that eventually she had to give up belloc because he had two manias - against the jews and against the rich. grigg is perhaps the lighter and livelier writer of the two. i am sure god meant us to use humility with discretion,'' he quotes lady astor as saying, and then comments, ''in that sense, if in no other, her discretion was impeccable.'' the motivation and background of the ''cliveden set,'' the british establishment figures who gathered at the astor home in the 1930's, and who were accused of fostering the appeasement of nazi germany, are explained perhaps as well as they ever will be.","by enid nemy nancy astor. a biography. by anthony masters. illustrated. 237 pages.  mcgraw-hill. $10.95.  nancy astor. a lady unashamed. by john grigg. illustrated. 192 pages. lit- tle, brown. $15.   fact and logic were never allowed to intrude on her opinions. she was a stubborn woman and a bigoted one, fiercely independent, often less than pleasant, and capable of outright cruelty. she was also one of the most fascinating and powerful women of her time. the power diminished long before her death, the fascination lingers on.  the first woman elected to the british house of commons, nancy astor is now a historical statistic, but she is a compelling one."
"wilton to june havoc, dancing was once a survival mechanism, a means to a meal. the actress, author and director, who endured dance marathon contests for thousands of hours in dingy halls during the depression, is staging a ''dance in the streets'' this afternoon in cannon crossing, her enclave of restored shops in the cannondale section of wilton, about two miles north of wilton center on route 7. she has a flair for self-promotion as well. in most of the shops, autographed copies of the second in miss havoc's series of autobiographical memoirs, ''more havoc,'' published by harper & row last year, are strategically displayed, inscribed ''with love.'' this is going to town meetings because you care where the ground fill is put and what happens to that river and you get up and fight for it.''","wilton to june havoc, dancing was once a survival mechanism, a means to a meal. today, it is sharing and having fun. the actress, author and director, who endured dance marathon contests for thousands of hours in dingy halls during the depression, is staging a ''dance in the streets'' this afternoon in cannon crossing, her enclave of restored shops in the cannondale section of wilton, about two miles north of wilton center on route 7. she said she has invited ''everyone in the state'' and will be sending in the clowns ''to mix with the people.'' the event is scheduled to last from noon until 5 p.m., but under miss havoc's direction, it may last longer.   with cannon crossing miss havoc has parlayed her passion for preservation into a thriving business enterprise. unable to bear what she said was the ''sad disintegration'' of the area, she purchased eight acres of run-down buildings four years ago, converted them into a center of quaint antique and crafts shops, and rented them."
"inwood local residents have long regarded this unincorporated community next to affluent lawrence in the five towns as the stepchild of the town of hempstead and the nassau county government. ''we have built one development in selden'' - st. thirteen one-family homes will be built on scatttered sites that have already been cleared. according to sandra victor, the director of urban renewal for the town of hempstead, a public hearing will be held tuesday on the model for the homes that are to be built by the halandia corporation. some people who cannot afford to borrow will receive outright grants. we had a history of being neglected by every level of government. in an action that some local residents refer to as ''rockefeller's follies,'' the state condemned a large section of inwood for the expressway, forcing people to leave their homes, then abandoned the area.","inwood local residents have long regarded this unincorporated community next to affluent lawrence in the five towns as the stepchild of the town of hempstead and the nassau county government. but now town officials have advised them that a long-range revitalization plan is in the works that will improve both the community's status and its economy.   the plan includes new housing, the renovation of commercial areas, the upgrading of recreational facilities and improvements in streets, sidewalks and lighting. according to eugene k. ferencik, deputy commissioner of the town's department of planning and economic development, $500,000 in community development funds will be spent for the first phase of a three-year project, and he is optimistic that there will be future funds for the project."
"not to mention american express, merrill lynch, prudential, beneficial and transamerica. americans no longer need banks to satisfy their financial needs. banks are busy sending up communications satellites and building earth stations to receive signals from outer space. the bache group has been swallowed by the prudential insurance co. shearson loeb rhoades is part of american express. - to corporations that have been hurt by high labor costs, financial services seems not to be labor-intensive. - that certainly has not always been the case, however, and may not always be. and it takes highly paid executives - a lot of them - to deal with the more sophisticateded individualized needs of upscale customers. the answer, for the most part, turned out to be no, and that is why many banks today are raising the price of their consumer services. each financial service, as many banks have learned to the tune of heavy losses, is a very different business.","sears. rca. gulf and western. national steel. baldwin united. greyhound. general electric. control data. not to mention american express, merrill lynch, prudential, beneficial and transamerica.   these are the bankers of today. and the list goes on.  need a loan? want to make a deposit? get a line of credit? sign up for a credit card, an auto loan, a second mortgage, a first mortgage?  americans no longer need banks to satisfy their financial needs.  nor are the banks themselves ''just banks'' any more. they are, or are trying to be, go-go financial marketers. they prefer to call themselves ''financial services companies,'' just like the american expresses and the merrill lynches.   the banks are even finding ways around federal laws that prohibit them from engaging in certain activities or branching across state lines. despite the glass-steagall act of 1933, which bars commercial banks from many investment banking activities, the bankamerica corp.  recently announced that it planned to buy charles schwab & co., one of the nation's largest discount brokerage firms."
"david f. smith, a chemist and inventor of a plaster of paris bandage used in bone fractures, died sunday at a convalescent home in fort lauderdale, fla. he was a former resident of sea girt, n.j.","chemist and research chief   david f. smith, a chemist and inventor of a plaster of paris bandage used in bone fractures, died sunday at a convalescent home in fort lauderdale, fla. he was 84 years old and lived in fort lauderdale."
"pittsburgh, march 13— specific details of a revised legal code for the roman catholic church are emerging here at the first meeting in the united states to examine a draft of the first changes in the code since 1917. the revision, in the opinion of theologians, is more flexible, tolerant and ''pastoral'' than the code now in force. the pope has the right to alter the draft, but father morrisey said he did not believe the pontiff would make extensive changes in the code. john a. alesandro, chancellor of the diocese of rockville centre on long island, who is a consultant to the theologians preparing the new code. '' the marriage canons outline general principles,'' he said. divorced catholics are not allowed to remarry in the church while their former spouse is alive; if they remarry without dispensation from the church they are technically barred from receiving holy communion. by expanding the way the church views the ''impediments'' to marriage, the church is able to defend the permanence of marriage but still admit that some people contract marriages that are invalid in the eyes of the church. like any law, the application depends on the interpretation of the canons given by the church's courts, but father morrisey said the flexibility of the new canons allowed pastors and bishops to make crucial decisions about church life.","specific details of a revised legal code for the roman catholic church are emerging here at the first meeting in the united states to examine a draft of the first changes in the code since 1917.   while the general outlines of the code have been discussed since the draft was completed late last year, the actual canons are just becoming available in unofficial english translations.   among other things, the code expands the discretionary powers of individual bishops and national conferences of bishops. it also stipulates that lay people have a responsibilty to help govern the church and broadens the reasons for which marriages may be deemed invalid. the revision, in the opinion of theologians, is more flexible, tolerant and ''pastoral'' than the code now in force."
"06/01/2015 at 06:00 pm edt

is making it official: toned is the new skinny. the lifestyle guru, 29, announced on monday that ""body shaming terms"" like ""skinny,"" ""slim"" and ""thin"" are completely banned from her website

""starting this month, we'll be banning any body shaming terms from the site, and replacing them with words like 'fit' 'toned,' and 'healthy,' "" she wrote

conrad's decision to band the terms came as swimsuit season approaches and

's editorial team will begin sharing fitness content for the entire month.","""we want to make sure that the focus is on being fit as opposed to a number on the scale,"" the lifestyle guru wrote in a blog post"
"coral springs, florida, august 12, 2015 /prnewswire/ --

as the digital payment services expand globally, the pace of mobile payment innovation and advanced biometrics technology is accelerating beyond expectations. while the race continues to replace the way consumers rely on using their credit cards, the digital currency, mobile payment market forges ahead with reinventing the future for payment services led by companies in the space such as nxt-id, inc. ( the company has come a very long way since their ipo at $1 and seen share prices as high as $5.60 with a substantial period trading between $4-5/share. read the full press release at http://www.financialnewsmedia.com/profiles/nxtd.html

the digital payments space has remained a hotbed of activity with paypal now a separate public company and visa teaming up and funding stripe. in order to fully support emv the wocket will be upgraded to include emv and nfc technologies. the tech conglomerate created a parent company named alphabet. google's stock was upgraded by three wall street firms following the announcement. stripe counts companies like facebook (nasdaq: fb) and lyft as customers, helping them accept credit card payments while being totally invisible to end users. fnmg and its affiliated companies are a news dissemination solutions provider and are not a registered broker/dealer/analyst/adviser, holds no investment licenses and may not sell, offer to sell or offer to buy any security. for current services performed fnmg has been compensated one thousand nine hundred dollars for news coverage of the current press release issued by nxt-id, inc. the forward-looking statements in this release are made as of the date hereof and fnmg undertakes no obligation to update such statements.","while the race continues to replace the way consumers rely on using their credit cards, the digital currency, mobile payment market forges ahead with reinventing the future for payment services led by companies in the space such as nxt-id, inc.,: google, inc., apple inc., paypal holdings, inc. and visa, inc.. nxt-id, inc. news: strategic advisor to nxt-id, soundview..."
"the co-founder of the venture capital firm kleiner perkins caufield & byers shocked many by comparing wealthy americans to jews in nazi germany, re-code reported.","the co-founder of a venture capital firm shocked many by comparing wealthy americans to jews in nazi germany, re-code reports."
"fortune — a harried commuter riding home on the bus uses his smartphone to buy last-minute holiday toys for his kids. mobile shopping is largely done on tablets, and not smartphones. yes, people use mobile devices to window shop. last year, tablets accounted for 3.2% of all u.s. john donahoe, ebay’s chief executive, predicts that shoppers using mobile devices will spend $10 billion on his site this year, double the amount in 2011. average order sizes on smartphones are also smaller at $134.37 versus $159.28 for tablets. still, smartphones play an important role for retailers. such behavior, known as showrooming, is a sore point with some retail executives, who complain about shoppers eyeballing products in their stores that they intend to buy from online rivals. cobb, from ebags, says that he plans to make a number of adjustments to his mobile site over the next year to make it more appealing to shoppers using smartphones. “i do believe it is our job to unlock the potential of smartphones because it’s only going to keep growing,” cobb says.","despite the high expectations, retailers are still grappling with how to deal with the shift in consumer behavior to mobile devices."
